fact_campaign_key,campaign_key,user_key,event_key,marketing_team_key,country_key,device_key,user_country,user_state,device_type,event_type,user_id,user_name,digital_marketing_team,marketing_place,course_campaign_id,course_campaign_name,course_campaign_start_date,course_campaign_end_date,user_response_time,event_status,event_count,campaign_year,campaign_month,campaign_day
2054967,281,747-Giraldo Brauns,6,9,United States-Michigan,1,United States,Michigan,tablet,email_sent,747,Giraldo Brauns,IND_STV_DIGEX,STV,4016445892,email_youtube_marketing_60,5/8/2022,5/22/2022,1652001448,1,1,2022,5,8
2055205,473,720-Ambros Pankettman,6,10,United States-Massachusetts,3,United States,Massachusetts,mobile,email_sent,720,Ambros Pankettman,IND_VTZ_DIGEX,VTZ,3442681545,email_podcasting_60,5/1/2022,5/15/2022,1651413233,1,1,2022,5,1
2055988,824,546-Marcie Pawson,8,1,United States-Georgia,1,United States,Georgia,tablet,email_no_open,546,Marcie Pawson,IND_BDQ_DIGEX,BDQ,6758771261,email_podcasting_109,5/8/2022,5/22/2022,-1,0,1,2022,5,8
2056131,356,875-Helyn Vickar,7,10,United States-Georgia,2,United States,Georgia,laptop,email_open,875,Helyn Vickar,IND_VTZ_DIGEX,VTZ,3369471752,email_podcasting_29,5/4/2022,5/18/2022,1651700612,1,1,2022,5,4
2056372,337,996-Quinton Wrighton,8,7,United States-California,1,United States,California,tablet,email_no_open,996,Quinton Wrighton,IND_MYQ_DIGEX,MYQ,107425432,email_podcasting_170,5/3/2022,5/17/2022,-1,0,1,2022,5,3
2056457,764,108-Saree Retchless,8,10,United States-Ohio,1,United States,Ohio,tablet,email_no_open,108,Saree Retchless,IND_VTZ_DIGEX,VTZ,2911349016,email_podcasting_53,5/6/2022,5/20/2022,-1,0,1,2022,5,6
2056841,182,820-Antonin Donaghie,6,10,United States-Florida,1,United States,Florida,tablet,email_sent,820,Antonin Donaghie,IND_VTZ_DIGEX,VTZ,6182439130,email_youtube_marketing_118,5/2/2022,5/16/2022,1651500299,1,1,2022,5,2
2057596,469,143-Gaylor D'Souza,7,10,United States-Oklahoma,3,United States,Oklahoma,mobile,email_open,143,Gaylor D'Souza,IND_VTZ_DIGEX,VTZ,1073755576,email_podcasting_79,5/1/2022,5/15/2022,1651387410,1,1,2022,5,1
2057735,660,799-Lyndel Soigoux,8,10,United States-Tennessee,2,United States,Tennessee,laptop,email_no_open,799,Lyndel Soigoux,IND_VTZ_DIGEX,VTZ,2625194502,email_podcasting_53,5/1/2022,5/15/2022,-1,0,1,2022,5,1
2058294,366,786-Arnie Hamm,6,10,United States-Texas,2,United States,Texas,laptop,email_sent,786,Arnie Hamm,IND_VTZ_DIGEX,VTZ,8286974182,email_google_analytics_140,5/4/2022,5/18/2022,1651667001,1,1,2022,5,4
2058320,12,294-Neils Mougenel,6,10,United States-Texas,2,United States,Texas,laptop,email_sent,294,Neils Mougenel,IND_VTZ_DIGEX,VTZ,2573592294,email_podcasting_61,5/1/2022,5/15/2022,1651388793,1,1,2022,5,1
2058395,376,296-Averell Barke,6,1,United States-Virginia,2,United States,Virginia,laptop,email_sent,296,Averell Barke,IND_BDQ_DIGEX,BDQ,1435410920,email_google_analytics_132,5/4/2022,5/18/2022,1651644825,1,1,2022,5,4
2058564,502,325-Yvon Tuerena,6,10,United States-Florida,1,United States,Florida,tablet,email_sent,325,Yvon Tuerena,IND_VTZ_DIGEX,VTZ,3160516075,email_youtube_marketing_126,5/3/2022,5/17/2022,1651517836,1,1,2022,5,3
2058743,862,30-Mariana Winny,6,10,United States-Texas,1,United States,Texas,tablet,email_sent,30,Mariana Winny,IND_VTZ_DIGEX,VTZ,9587944429,email_youtube_marketing_155,5/2/2022,5/16/2022,1651492422,1,1,2022,5,2
3482560,86,783-Theadora Halden,6,10,United States-California,2,United States,California,laptop,email_sent,783,Theadora Halden,IND_VTZ_DIGEX,VTZ,9601316388,email_podcasting_169,5/5/2022,5/19/2022,1651764000,1,1,2022,5,5
3482661,181,220-Ernie Saby,6,1,United States-Texas,1,United States,Texas,tablet,email_sent,220,Ernie Saby,IND_BDQ_DIGEX,BDQ,2994508583,email_email_marketing_121,5/2/2022,5/16/2022,1651464469,1,1,2022,5,2
3483014,263,999-Tally O'Keeffe,3,9,United States-Florida,1,United States,Florida,tablet,email_no_unsubscribe,999,Tally O'Keeffe,IND_STV_DIGEX,STV,6001188742,email_email_marketing_129,5/6/2022,5/20/2022,-1,0,1,2022,5,6
3483085,291,79-Moe Marcq,3,1,United States-Nevada,1,United States,Nevada,tablet,email_no_unsubscribe,79,Moe Marcq,IND_BDQ_DIGEX,BDQ,7210443657,email_business_plan_35,5/8/2022,5/22/2022,-1,0,1,2022,5,8
3483234,707,741-Hewett Gibbs,3,10,United States-Kentucky,3,United States,Kentucky,mobile,email_no_unsubscribe,741,Hewett Gibbs,IND_VTZ_DIGEX,VTZ,2217122959,email_google_analytics_122,5/3/2022,5/17/2022,-1,0,1,2022,5,3
3483343,409,132-Winne Wake,3,10,United States-Florida,2,United States,Florida,laptop,email_no_unsubscribe,132,Winne Wake,IND_VTZ_DIGEX,VTZ,8018181012,email_podcasting_26,5/6/2022,5/20/2022,-1,0,1,2022,5,6
3483875,930,57-Alexandr Shardlow,2,1,United States-Florida,3,United States,Florida,mobile,email_no_click,57,Alexandr Shardlow,IND_BDQ_DIGEX,BDQ,6631503337,email_youtube_marketing_8,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3484150,19,472-Kalindi Giorgiutti,7,10,United States-New Jersey,1,United States,New Jersey,tablet,email_open,472,Kalindi Giorgiutti,IND_VTZ_DIGEX,VTZ,4963013290,email_youtube_marketing_54,5/2/2022,5/16/2022,1651558961,1,1,2022,5,2
3484213,721,836-Ninetta Kundert,7,10,United States-North Carolina,1,United States,North Carolina,tablet,email_open,836,Ninetta Kundert,IND_VTZ_DIGEX,VTZ,490536727,email_podcasting_165,5/4/2022,5/18/2022,1651672069,1,1,2022,5,4
3484414,528,152-Gates L'Hommeau,8,10,United States-Missouri,1,United States,Missouri,tablet,email_no_open,152,Gates L'Hommeau,IND_VTZ_DIGEX,VTZ,8679545988,email_podcasting_113,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3486075,704,122-Pavel Tatlow,2,10,United States-Pennsylvania,3,United States,Pennsylvania,mobile,email_no_click,122,Pavel Tatlow,IND_VTZ_DIGEX,VTZ,8947797111,email_email_marketing_36,5/3/2022,5/17/2022,-1,0,1,2022,5,3
3486085,173,887-Chad Wartnaby,2,1,United States-Connecticut,3,United States,Connecticut,mobile,email_no_click,887,Chad Wartnaby,IND_BDQ_DIGEX,BDQ,7066613538,email_email_marketing_150,5/2/2022,5/16/2022,-1,0,1,2022,5,2
3486626,926,929-Philipa Syphas,5,10,United States-District of Columbia,1,United States,District of Columbia,tablet,email_bounce,929,Philipa Syphas,IND_VTZ_DIGEX,VTZ,6806516297,email_podcasting_156,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3487115,968,106-Madalena Cecchetelli,3,9,United States-Florida,3,United States,Florida,mobile,email_no_unsubscribe,106,Madalena Cecchetelli,IND_STV_DIGEX,STV,7462074168,email_podcasting_3,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3487151,950,370-Lea Kuhwald,3,9,United States-Texas,3,United States,Texas,mobile,email_no_unsubscribe,370,Lea Kuhwald,IND_STV_DIGEX,STV,8725385283,email_email_marketing_110,5/6/2022,5/20/2022,-1,0,1,2022,5,6
3487661,819,356-Richard Flintoff,3,5,United States-Texas,1,United States,Texas,tablet,email_no_unsubscribe,356,Richard Flintoff,IND_ISK_DIGEX,ISK,3770274326,email_copywriting_34,5/8/2022,5/22/2022,-1,0,1,2022,5,8
3487732,748,956-Nicki Klaffs,7,10,United States-Indiana,1,United States,Indiana,tablet,email_open,956,Nicki Klaffs,IND_VTZ_DIGEX,VTZ,7053322858,email_podcasting_185,5/5/2022,5/19/2022,1651854813,1,1,2022,5,5
3487738,175,675-Eda Silliman,7,10,United States-Texas,3,United States,Texas,mobile,email_open,675,Eda Silliman,IND_VTZ_DIGEX,VTZ,3377116850,email_podcasting_34,5/2/2022,5/16/2022,1651538945,1,1,2022,5,2
3488380,315,48-Julius Feak,5,10,United States-Florida,2,United States,Florida,laptop,email_bounce,48,Julius Feak,IND_VTZ_DIGEX,VTZ,5960077140,email_google_analytics_191,5/2/2022,5/16/2022,-1,0,1,2022,5,2
3488467,323,962-Krissie Bogeys,3,10,United States-Minnesota,1,United States,Minnesota,tablet,email_no_unsubscribe,962,Krissie Bogeys,IND_VTZ_DIGEX,VTZ,4556032776,email_podcasting_111,5/2/2022,5/16/2022,-1,0,1,2022,5,2
3488813,922,812-Hulda Pesterfield,3,10,United States-Michigan,1,United States,Michigan,tablet,email_no_unsubscribe,812,Hulda Pesterfield,IND_VTZ_DIGEX,VTZ,4350123830,email_podcasting_86,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3489218,154,704-Bell Fancutt,5,10,United States-Washington,1,United States,Washington,tablet,email_bounce,704,Bell Fancutt,IND_VTZ_DIGEX,VTZ,5973249115,email_podcasting_6,5/1/2022,5/15/2022,-1,0,1,2022,5,1
3489414,790,84-Kizzee Fozard,8,10,United States-Illinois,2,United States,Illinois,laptop,email_no_open,84,Kizzee Fozard,IND_VTZ_DIGEX,VTZ,6517332189,email_podcasting_24,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3489735,461,693-Conrado Josovitz,3,1,United States-North Carolina,1,United States,North Carolina,tablet,email_no_unsubscribe,693,Conrado Josovitz,IND_BDQ_DIGEX,BDQ,339956046,email_google_analytics_34,5/1/2022,5/15/2022,-1,0,1,2022,5,1
3490615,782,931-Witty O' Brian,5,8,United States-Texas,2,United States,Texas,laptop,email_bounce,931,Witty O' Brian,IND_PAT_DIGEX,PAT,2686043717,email_youtube_marketing_122,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3491781,584,732-Fernando Loren,3,10,United States-Tennessee,2,United States,Tennessee,laptop,email_no_unsubscribe,732,Fernando Loren,IND_VTZ_DIGEX,VTZ,4012689673,email_google_analytics_66,5/6/2022,5/20/2022,-1,0,1,2022,5,6
3491831,816,438-Colly Matoshin,3,9,United States-California,2,United States,California,laptop,email_no_unsubscribe,438,Colly Matoshin,IND_STV_DIGEX,STV,380470039,email_youtube_marketing_73,5/8/2022,5/22/2022,-1,0,1,2022,5,8
3492073,30,607-Raynell Collet,5,10,United States-Oklahoma,1,United States,Oklahoma,tablet,email_bounce,607,Raynell Collet,IND_VTZ_DIGEX,VTZ,730037169,email_youtube_marketing_69,5/2/2022,5/16/2022,-1,0,1,2022,5,2
3492367,195,972-Arlyn Laurentin,6,1,United States-Texas,1,United States,Texas,tablet,email_sent,972,Arlyn Laurentin,IND_BDQ_DIGEX,BDQ,8857083179,email_podcasting_75,5/3/2022,5/17/2022,1651573905,1,1,2022,5,3
3492511,96,944-Enriqueta Ubsdale,6,10,United States-California,1,United States,California,tablet,email_sent,944,Enriqueta Ubsdale,IND_VTZ_DIGEX,VTZ,794641709,email_podcasting_44,5/6/2022,5/20/2022,1651848196,1,1,2022,5,6
3492636,207,561-Imelda Trineman,6,9,United States-Florida,2,United States,Florida,laptop,email_sent,561,Imelda Trineman,IND_STV_DIGEX,STV,9605184559,email_podcasting_137,5/4/2022,5/18/2022,1651688092,1,1,2022,5,4
3493289,609,651-Alexine Rebanks,3,10,United States-Texas,3,United States,Texas,mobile,email_no_unsubscribe,651,Alexine Rebanks,IND_VTZ_DIGEX,VTZ,2948145309,email_podcasting_180,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3493521,503,699-Kasey Makinson,3,10,United States-Massachusetts,3,United States,Massachusetts,mobile,email_no_unsubscribe,699,Kasey Makinson,IND_VTZ_DIGEX,VTZ,669961124,email_podcasting_87,5/3/2022,5/17/2022,-1,0,1,2022,5,3
3493620,924,940-Tally Choffin,3,10,United States-Florida,2,United States,Florida,laptop,email_no_unsubscribe,940,Tally Choffin,IND_VTZ_DIGEX,VTZ,7987770280,email_podcasting_158,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3494005,537,878-Ezequiel Simnell,7,10,United States-California,3,United States,California,mobile,email_open,878,Ezequiel Simnell,IND_VTZ_DIGEX,VTZ,8362875321,email_podcasting_56,5/4/2022,5/18/2022,1651623396,1,1,2022,5,4
3494120,696,319-Chandra Schult,3,1,United States-California,3,United States,California,mobile,email_no_unsubscribe,319,Chandra Schult,IND_BDQ_DIGEX,BDQ,1719696411,email_copywriting_37,5/3/2022,5/17/2022,-1,0,1,2022,5,3
3494546,618,6-Dyann Giblett,2,10,United States-West Virginia,1,United States,West Virginia,tablet,email_no_click,6,Dyann Giblett,IND_VTZ_DIGEX,VTZ,3670561196,email_podcasting_65,5/7/2022,5/21/2022,-1,0,2,2022,5,7
3494685,369,799-Lyndel Soigoux,3,10,United States-Tennessee,2,United States,Tennessee,laptop,email_no_unsubscribe,799,Lyndel Soigoux,IND_VTZ_DIGEX,VTZ,856740411,email_google_analytics_71,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3494913,62,326-Brigit O'Feeny,2,1,United States-California,1,United States,California,tablet,email_no_click,326,Brigit O'Feeny,IND_BDQ_DIGEX,BDQ,7607058826,email_youtube_marketing_54,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3495058,729,324-Donn Bouts,1,10,United States-Kentucky,3,United States,Kentucky,mobile,email_click,324,Donn Bouts,IND_VTZ_DIGEX,VTZ,9460953530,email_podcasting_8,5/4/2022,5/18/2022,1651802472,1,1,2022,5,4
3495243,251,397-Cesare Blunderfield,2,9,United States-Texas,2,United States,Texas,laptop,email_no_click,397,Cesare Blunderfield,IND_STV_DIGEX,STV,1068708387,email_youtube_marketing_118,5/6/2022,5/20/2022,-1,0,2,2022,5,6
3495583,262,229-Roze Casburn,1,9,United States-New York,1,United States,New York,tablet,email_click,229,Roze Casburn,IND_STV_DIGEX,STV,3024352600,email_youtube_marketing_35,5/6/2022,5/20/2022,1651987256,1,1,2022,5,6
3496687,390,989-Vidovik Kerfut,1,10,United States-Florida,3,United States,Florida,mobile,email_click,989,Vidovik Kerfut,IND_VTZ_DIGEX,VTZ,5409880242,email_podcasting_84,5/5/2022,5/19/2022,-1,1,1,2022,5,5
3497419,775,5-Sara-ann Aupol,8,8,United States-Florida,1,United States,Florida,tablet,email_no_open,5,Sara-ann Aupol,IND_PAT_DIGEX,PAT,7496890472,email_email_marketing_51,5/6/2022,5/20/2022,-1,0,1,2022,5,6
3497643,10,381-Sioux Pionter,3,4,United States-Iowa,3,United States,Iowa,mobile,email_no_unsubscribe,381,Sioux Pionter,IND_DEL_DIGEX,DEL,785539158,email_podcasting_11,5/1/2022,5/15/2022,-1,0,1,2022,5,1
3498524,356,140-Adriano Lysons,6,10,United States-Texas,1,United States,Texas,tablet,email_sent,140,Adriano Lysons,IND_VTZ_DIGEX,VTZ,3369471752,email_podcasting_29,5/4/2022,5/18/2022,1651643047,1,2,2022,5,4
3498680,570,713-Neely O'Hallagan,6,1,United States-Alaska,3,United States,Alaska,mobile,email_sent,713,Neely O'Hallagan,IND_BDQ_DIGEX,BDQ,3550559763,email_podcasting_183,5/5/2022,5/19/2022,1651693558,1,1,2022,5,5
3499507,645,134-Thomasine Kauschke,3,1,United States-Washington,3,United States,Washington,mobile,email_no_unsubscribe,134,Thomasine Kauschke,IND_BDQ_DIGEX,BDQ,1791595359,email_email_marketing_27,5/1/2022,5/15/2022,-1,0,1,2022,5,1
3500205,518,315-Netti Clash,2,1,United States-Colorado,3,United States,Colorado,mobile,email_no_click,315,Netti Clash,IND_BDQ_DIGEX,BDQ,35686200,email_podcasting_88,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3500970,554,230-Nissa Minguet,7,1,United States-California,1,United States,California,tablet,email_open,230,Nissa Minguet,IND_BDQ_DIGEX,BDQ,9733955175,email_podcasting_27,5/5/2022,5/19/2022,-1,1,1,2022,5,5
3501627,864,647-Shem Harkness,7,9,United States-Ohio,3,United States,Ohio,mobile,email_open,647,Shem Harkness,IND_STV_DIGEX,STV,4937227475,email_google_analytics_154,5/2/2022,5/16/2022,-1,1,1,2022,5,2
3502213,58,719-Melodie Overill,6,10,United States-New Mexico,1,United States,New Mexico,tablet,email_sent,719,Melodie Overill,IND_VTZ_DIGEX,VTZ,5137920061,email_youtube_marketing_194,5/4/2022,5/18/2022,1651641982,1,1,2022,5,4
3502872,224,308-Mylo Coonihan,6,1,United States-Illinois,2,United States,Illinois,laptop,email_sent,308,Mylo Coonihan,IND_BDQ_DIGEX,BDQ,5810423116,email_podcasting_12,5/4/2022,5/18/2022,1651670044,1,1,2022,5,4
3503182,425,587-Far Elvins,5,10,United States-North Dakota,3,United States,North Dakota,mobile,email_bounce,587,Far Elvins,IND_VTZ_DIGEX,VTZ,7466408923,email_youtube_marketing_60,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3503293,270,967-Kylie Bestwick,3,9,United States-New Hampshire,3,United States,New Hampshire,mobile,email_no_unsubscribe,967,Kylie Bestwick,IND_STV_DIGEX,STV,1389614166,email_podcasting_82,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3504077,898,44-Davey Gravey,3,5,United States-Florida,3,United States,Florida,mobile,email_no_unsubscribe,44,Davey Gravey,IND_ISK_DIGEX,ISK,4668259772,email_youtube_marketing_180,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3505232,443,85-Andras De Beneditti,1,9,United States-Pennsylvania,1,United States,Pennsylvania,tablet,email_click,85,Andras De Beneditti,IND_STV_DIGEX,STV,4484110113,email_email_marketing_12,5/8/2022,5/22/2022,-1,1,1,2022,5,8
3505375,704,324-Donn Bouts,3,10,United States-Kentucky,3,United States,Kentucky,mobile,email_no_unsubscribe,324,Donn Bouts,IND_VTZ_DIGEX,VTZ,8947797111,email_email_marketing_36,5/3/2022,5/17/2022,-1,0,1,2022,5,3
3505714,292,192-Doe O'Mailey,5,1,United States-Nevada,3,United States,Nevada,mobile,email_bounce,192,Doe O'Mailey,IND_BDQ_DIGEX,BDQ,9324140019,email_podcasting_166,5/8/2022,5/22/2022,-1,0,1,2022,5,8
3506103,307,634-Dalton Louis,1,10,United States-Texas,1,United States,Texas,tablet,email_click,634,Dalton Louis,IND_VTZ_DIGEX,VTZ,8436932102,email_email_marketing_1,5/1/2022,5/15/2022,1651471188,1,1,2022,5,1
3506901,111,117-Hephzibah Rydings,2,10,United States-New York,1,United States,New York,tablet,email_no_click,117,Hephzibah Rydings,IND_VTZ_DIGEX,VTZ,7661633205,email_podcasting_167,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3506970,723,506-Lowrance Burbank,1,2,United States-Illinois,2,United States,Illinois,laptop,email_click,506,Lowrance Burbank,IND_CCU_DIGEX,CCU,529228009,email_podcasting_81,5/4/2022,5/18/2022,-1,1,1,2022,5,4
3508033,954,788-Hector Braunle,8,10,United States-District of Columbia,1,United States,District of Columbia,tablet,email_no_open,788,Hector Braunle,IND_VTZ_DIGEX,VTZ,8099424735,email_email_marketing_96,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3508513,472,391-Gerda Pardal,7,10,United States-Indiana,2,United States,Indiana,laptop,email_open,391,Gerda Pardal,IND_VTZ_DIGEX,VTZ,6605425154,email_copywriting_11,5/1/2022,5/15/2022,1651504516,1,1,2022,5,1
3508553,989,557-Milzie McDavid,1,1,United States-Nebraska,1,United States,Nebraska,tablet,email_click,557,Milzie McDavid,IND_BDQ_DIGEX,BDQ,9203960929,email_podcasting_98,5/8/2022,5/22/2022,1652051648,1,1,2022,5,8
3508590,715,938-Lindsay Wybrow,1,6,United States-Florida,3,United States,Florida,mobile,email_click,938,Lindsay Wybrow,IND_IXC_DIGEX,IXC,6537871166,email_copywriting_173,5/3/2022,5/17/2022,1651695045,1,1,2022,5,3
3508809,383,537-Berrie Cudiff,3,9,United States-California,3,United States,California,mobile,email_no_unsubscribe,537,Berrie Cudiff,IND_STV_DIGEX,STV,1960027743,email_podcasting_165,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3509088,923,821-Alyce Maxweell,2,9,United States-Georgia,1,United States,Georgia,tablet,email_no_click,821,Alyce Maxweell,IND_STV_DIGEX,STV,9602893540,email_podcasting_132,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3509170,244,833-Earle Frowen,3,10,United States-Colorado,1,United States,Colorado,tablet,email_no_unsubscribe,833,Earle Frowen,IND_VTZ_DIGEX,VTZ,3114124909,email_podcasting_21,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3509378,770,587-Far Elvins,6,1,United States-North Dakota,3,United States,North Dakota,mobile,email_sent,587,Far Elvins,IND_BDQ_DIGEX,BDQ,4094478159,email_podcasting_19,5/6/2022,5/20/2022,1651847300,1,1,2022,5,6
3509639,693,2-Demetrius Troyes,6,10,United States-California,2,United States,California,laptop,email_sent,2,Demetrius Troyes,IND_VTZ_DIGEX,VTZ,4388109908,email_podcasting_92,5/2/2022,5/16/2022,1651497081,1,1,2022,5,2
3509701,435,665-Leeland Le Brun,6,7,United States-Texas,1,United States,Texas,tablet,email_sent,665,Leeland Le Brun,IND_MYQ_DIGEX,MYQ,5668658260,email_youtube_marketing_146,5/8/2022,5/22/2022,1651987443,1,1,2022,5,8
3510055,695,651-Alexine Rebanks,6,8,United States-Texas,3,United States,Texas,mobile,email_sent,651,Alexine Rebanks,IND_PAT_DIGEX,PAT,4491791961,email_podcasting_46,5/3/2022,5/17/2022,1651523007,1,2,2022,5,3
3510580,935,66-Yuri Spiller,3,2,United States-Florida,1,United States,Florida,tablet,email_no_unsubscribe,66,Yuri Spiller,IND_CCU_DIGEX,CCU,7430859992,email_youtube_marketing_87,5/6/2022,5/20/2022,-1,0,1,2022,5,6
3512225,409,866-Paulita Feehery,7,10,United States-North Carolina,1,United States,North Carolina,tablet,email_open,866,Paulita Feehery,IND_VTZ_DIGEX,VTZ,8018181012,email_podcasting_26,5/6/2022,5/20/2022,1651839753,1,2,2022,5,6
3512479,656,537-Berrie Cudiff,8,10,United States-California,3,United States,California,mobile,email_no_open,537,Berrie Cudiff,IND_VTZ_DIGEX,VTZ,6204484079,email_podcasting_164,5/1/2022,5/15/2022,-1,0,1,2022,5,1
3514086,613,93-Karlan Elkins,3,10,United States-Florida,2,United States,Florida,laptop,email_no_unsubscribe,93,Karlan Elkins,IND_VTZ_DIGEX,VTZ,8746453490,email_podcasting_103,5/7/2022,5/21/2022,-1,0,1,2022,5,7
3514595,228,842-Rufe Gillbanks,2,10,United States-Louisiana,1,United States,Louisiana,tablet,email_no_click,842,Rufe Gillbanks,IND_VTZ_DIGEX,VTZ,2792677899,email_youtube_marketing_63,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3514639,392,690-Cherey Genn,1,9,United States-New York,1,United States,New York,tablet,email_click,690,Cherey Genn,IND_STV_DIGEX,STV,8373794719,email_copywriting_119,5/5/2022,5/19/2022,1651750529,1,1,2022,5,5
3514703,969,572-Sax Caraher,1,10,United States-Alaska,1,United States,Alaska,tablet,email_click,572,Sax Caraher,IND_VTZ_DIGEX,VTZ,7173200946,email_podcasting_82,5/7/2022,5/21/2022,1652017620,1,1,2022,5,7
3514830,907,941-Marline Feake,2,1,United States-Florida,1,United States,Florida,tablet,email_no_click,941,Marline Feake,IND_BDQ_DIGEX,BDQ,5893870018,email_google_analytics_104,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3516260,732,93-Karlan Elkins,8,10,United States-Florida,2,United States,Florida,laptop,email_no_open,93,Karlan Elkins,IND_VTZ_DIGEX,VTZ,9752476635,email_podcasting_1,5/4/2022,5/18/2022,-1,0,1,2022,5,4
3516368,696,38-Dixie Bromige,7,1,United States-Washington,1,United States,Washington,tablet,email_open,38,Dixie Bromige,IND_BDQ_DIGEX,BDQ,1719696411,email_copywriting_37,5/3/2022,5/17/2022,1651621780,1,1,2022,5,3
3517724,878,4-Flin Littledike,4,10,United States-Arizona,3,United States,Arizona,mobile,email_unsubscribe,4,Flin Littledike,IND_VTZ_DIGEX,VTZ,6954331708,email_podcasting_131,5/3/2022,5/17/2022,-1,1,1,2022,5,3
3518031,635,203-Catlin Dixcee,6,8,United States-California,3,United States,California,mobile,email_sent,203,Catlin Dixcee,IND_PAT_DIGEX,PAT,3022647417,email_copywriting_61,5/8/2022,5/22/2022,1651966952,1,1,2022,5,8
3518044,947,726-Kurt Poletto,6,1,United States-Pennsylvania,1,United States,Pennsylvania,tablet,email_sent,726,Kurt Poletto,IND_BDQ_DIGEX,BDQ,117251194,email_podcasting_155,5/6/2022,5/20/2022,1651808314,1,1,2022,5,6
3518682,586,874-Inglebert Sandford,7,4,United States-Texas,2,United States,Texas,laptop,email_open,874,Inglebert Sandford,IND_DEL_DIGEX,DEL,1182042287,email_email_marketing_116,5/6/2022,5/20/2022,1651942881,1,1,2022,5,6
3518772,233,195-Adolphe Lechelle,7,1,United States-Texas,3,United States,Texas,mobile,email_open,195,Adolphe Lechelle,IND_BDQ_DIGEX,BDQ,8770821534,email_youtube_marketing_183,5/5/2022,5/19/2022,1651800476,1,1,2022,5,5
3519140,194,387-Gwyn Parmiter,7,10,United States-Alabama,3,United States,Alabama,mobile,email_open,387,Gwyn Parmiter,IND_VTZ_DIGEX,VTZ,6664691825,email_podcasting_146,5/3/2022,5/17/2022,1651627149,1,1,2022,5,3
3519154,930,738-Wendall Schooling,8,1,United States-Indiana,2,United States,Indiana,laptop,email_no_open,738,Wendall Schooling,IND_BDQ_DIGEX,BDQ,6631503337,email_youtube_marketing_8,5/5/2022,5/19/2022,-1,0,1,2022,5,5
3519190,667,629-Ewen Deeks,8,10,United States-Florida,1,United States,Florida,tablet,email_no_open,629,Ewen Deeks,IND_VTZ_DIGEX,VTZ,9283719409,email_youtube_marketing_99,5/1/2022,5/15/2022,-1,0,1,2022,5,1
3519471,343,285-Bo Noel,7,10,United States-California,1,United States,California,tablet,email_open,285,Bo Noel,IND_VTZ_DIGEX,VTZ,1865105643,email_podcasting_36,5/3/2022,5/17/2022,-1,1,1,2022,5,3
3519719,809,262-Wiley Lyes,4,10,United States-California,3,United States,California,mobile,email_unsubscribe,262,Wiley Lyes,IND_VTZ_DIGEX,VTZ,8901635925,email_youtube_marketing_26,5/8/2022,5/22/2022,-1,1,1,2022,5,8
3519736,10,484-Fielding Hurrell,4,4,United States-Indiana,2,United States,Indiana,laptop,email_unsubscribe,484,Fielding Hurrell,IND_DEL_DIGEX,DEL,785539158,email_podcasting_11,5/1/2022,5/15/2022,-1,1,1,2022,5,1
3519799,698,506-Lowrance Burbank,4,1,United States-Illinois,2,United States,Illinois,laptop,email_unsubscribe,506,Lowrance Burbank,IND_BDQ_DIGEX,BDQ,7774774106,email_youtube_marketing_6,5/3/2022,5/17/2022,-1,1,1,2022,5,3
3520232,903,908-Fran Balme,4,10,United States-Tennessee,1,United States,Tennessee,tablet,email_unsubscribe,908,Fran Balme,IND_VTZ_DIGEX,VTZ,9038785402,email_podcasting_30,5/4/2022,5/18/2022,-1,1,1,2022,5,4
3520380,291,145-Natty Noulton,4,1,United States-Connecticut,3,United States,Connecticut,mobile,email_unsubscribe,145,Natty Noulton,IND_BDQ_DIGEX,BDQ,7210443657,email_business_plan_35,5/8/2022,5/22/2022,-1,1,1,2022,5,8
3520542,784,66-Yuri Spiller,6,10,United States-Florida,1,United States,Florida,tablet,email_sent,66,Yuri Spiller,IND_VTZ_DIGEX,VTZ,6959474825,email_podcasting_131,5/7/2022,5/21/2022,1651917782,1,1,2022,5,7
3520648,65,713-Neely O'Hallagan,6,10,United States-Alaska,3,United States,Alaska,mobile,email_sent,713,Neely O'Hallagan,IND_VTZ_DIGEX,VTZ,7814542987,email_podcasting_87,5/4/2022,5/18/2022,1651606636,1,1,2022,5,4
